,probesets,sym,chrom
7894,37845_at,NCKAP1L,12
7895,37846_at,ARHGAP26,5
7896,37847_at,USH1C,11
7897,37848_at,PPFIBP1,12
7898,37849_at,SLIT1,10
7899,37850_at,NIPAL3,1
7900,37851_at,HIPK2,7
7901,37852_at,,
7902,37853_at,UCN,2
7903,37854_at,ZW10,11
7904,37855_at,CTBS,1
7905,37856_at,CD84,1
7906,37857_at,PCDH21,10
7907,37858_at,COLQ,3
7908,37859_r_at,,
7909,37860_at,ZNF337,20
7910,37861_at,CD1E,1
7911,37862_at,DBT,1
7912,37863_at,EGR2,10
7913,37864_s_at,,
7914,37865_at,EDN3,20
7915,37866_at,,
7916,37867_at,MOG,6
7917,37868_s_at,MOG,6
7918,37869_at,ERC1,12
7919,37870_at,TTF2,1
7920,37871_at,IAPP,12
7921,37872_at,JRK,8
7922,37873_g_at,JRK,8
7923,37874_at,FMO5,1
7924,37875_at,GPA33,1
7925,37876_at,PRKD3,2
7926,37877_at,NAT9,17
7927,37878_at,PACRG,6
7928,37879_r_at,TPH1,11
7929,37880_at,AGXT,2
7930,37881_at,GDF11,12
7931,37882_at,GTF2E1,3
7932,37883_i_at,FLJ39632,14
7933,37884_f_at,C2orf27A,2
7934,37885_at,,
7935,37886_at,AKAP8L,19
7936,37887_at,CHEK2,22
7937,37888_at,SLC35D1,1
7938,37889_at,CD47,3
7939,37890_at,CD47,3
7940,37891_at,YIPF6,X
7941,37892_at,COL11A1,1
7942,37893_at,PTPN2,18
7943,37894_at,CUL2,10
7944,37895_at,SLC35A1,6
7945,37896_at,TFF3,21
7946,37897_s_at,TFF3,21
7947,37898_r_at,TFF3,21
7948,37899_at,TYMS,18
7949,378_s_at,GML,8
7950,37900_at,PEX11B,1
7951,37901_at,PIK3R4,3
7952,37902_at,CRYZ,1
7953,37903_at,GNL1,6
7954,37904_s_at,GNL1,6
7955,37905_r_at,GNL1,6
7956,37906_at,LTBP2,14
7957,37907_at,,
7958,37908_at,GNG11,7
7959,37909_at,LAMA3,18
7960,37910_at,HCFC1,X
7961,37911_at,STX4,16
7962,37912_at,TRAF4,17
7963,37913_at,DHFR,5
7964,37914_at,ZFYVE16,5
7965,37915_at,BAZ2B,2
7966,37916_at,HMOX2,16
7967,37917_at,MIOS,7
7968,37918_at,ITGB2,21
7969,37919_at,SLCO2A1,3
7970,37920_at,PITX1,5
7971,37921_at,NPTX1,17
7972,37922_at,TCN2,22
7973,37923_at,APOM,6
7974,37924_g_at,APOM,6
7975,37925_r_at,APOM,6
7976,37926_at,KLF5,13
7977,37927_at,,
7978,37928_at,NFYB,12
7979,37929_at,CADM1,11
7980,37930_at,ATP7B,13
7981,37931_at,CENPB,20
7982,37932_at,TRIP11,14
7983,37933_at,RBBP6,16
7984,37934_at,TMEM30B,14
7985,37935_at,PRPF4,9
7986,37936_at,PRPF4,9
7987,37937_at,NLE1,17
7988,37938_at,DNTTIP2,1
7989,37939_at,APOBEC3C,22
7990,37940_f_at,APOBEC3C,22
7991,37941_at,MYBPC2,19
7992,37942_at,GPR162,12
7993,37943_at,ZFYVE26,14
7994,37944_at,GCH1,14
7995,37945_at,ACOT7,1
7996,37946_at,RPS6KB1,17
7997,37947_at,BRD3,9
7998,37948_at,ATP6V1C1,8
7999,37949_at,,
8000,37950_at,PREP,6
8001,37951_at,DLC1,8
8002,37952_at,ITGB3,17
8003,37953_s_at,ACCN2,12
8004,37954_at,,
8005,37955_at,CNPY2,12
8006,37956_at,ALDH3B2,11
8007,37957_at,ATG4A,X
8008,37958_at,TMEM47,X
8009,37959_at,GGA3,17
8010,37960_at,CHST2,3
8011,37961_at,PIK3R3,1
8012,37962_r_at,STXBP3,1
8013,37963_at,ARSA,22
8014,37964_at,PCGF3,4
8015,37965_at,PARVB,22
8016,37966_at,PARVB,22
8017,37967_at,LST1,6
8018,37968_at,NCR3,6
8019,37969_at,PTGS1,9
8020,37970_at,MAPK8IP3,16
8021,37971_at,BAZ1A,14
8022,37972_at,DNASE1L3,3
8023,37973_at,SNX13,7
8024,37974_at,MSL3,X
8025,37975_at,CYBB,X
8026,37976_at,VSIG4,X
8027,37977_at,DTX2,7
8028,37978_at,QPRT,16
8029,37979_at,YAP1,11
8030,37980_at,CIR1,2
8031,37981_at,DBN1,5
8032,37982_at,DCI,16
8033,37983_at,AGTR1,3
8034,37984_s_at,ARF6,14
8035,37985_at,LMNB1,5
8036,37986_at,EPOR,19
8037,37987_at,NCBP1,9
8038,37988_at,CD79B,17
8039,37989_at,PTHLH,12
8040,37990_at,RYR1,19
8041,37991_at,STT3A,11
8042,37992_s_at,ATP5D,19
8043,37993_at,ATP5D,19
8044,37994_at,FMR1,X
8045,37995_s_at,FMR1,X
8046,37996_s_at,DMPK,19
8047,37997_r_at,DMWD,19
8048,37998_at,SKIV2L,6
8049,37999_at,CPOX,3
8050,379_at,TXNDC9,2
8051,38000_at,PC,11
8052,38001_at,CACNA1C,12
8053,38002_s_at,CACNA1C,12
8054,38003_s_at,DGKZ,11
8055,38004_at,CSPG4,15
8056,38005_at,SLC35D2,9
8057,38006_at,CD48,1
8058,38007_at,NF2,22
8059,38008_at,D4S234E,4
8060,38009_at,SPDEF,6
8061,38010_at,BNIP3,10
8062,38011_at,C19orf2,19
8063,38012_at,FBN2,5
8064,38013_at,MTUS1,8
8065,38014_at,ADAR,1
8066,38015_at,HNRNPD,4
8067,38016_at,HNRNPD,4
8068,38017_at,CD79A,19
8069,38018_g_at,CD79A,19
8070,38019_at,CSNK1E,22
8071,38020_at,KIAA0652,11
8072,38021_at,PLEC1,8
8073,38022_s_at,PLEC1,8
8074,38023_at,PITPNA,17
8075,38024_at,RUFY3,4
8076,38025_r_at,RUFY3,4
8077,38026_at,FBLN1,22
8078,38027_at,FBLN1,22
8079,38028_at,LMO3,12
8080,38029_at,SLC3A2,11
8081,38030_at,SR140,3
8082,38031_at,EIF4A3,17
8083,38032_at,SV2A,1
8084,38033_at,SEPT10,2
8085,38034_at,STS,X
8086,38035_at,MTMR6,13
8087,38036_at,RPIA,2
8088,38037_at,HBEGF,5
8089,38038_at,LUM,12
8090,38039_at,CYP19A1,15
8091,38040_at,SMNDC1,10
8092,38041_at,GALNT1,18
8093,38042_at,,
8094,38043_at,FAM3A,X
8095,38044_at,FAM107A,3
8096,38045_at,CTNND2,5
8097,38046_at,IK,5
8098,38047_at,RBPMS,8
8099,38048_at,RBPMS,8
8100,38049_g_at,RBPMS,8
8101,38050_at,BCLAF1,6
8102,38051_at,MAL,2
8103,38052_at,F13A1,6
8104,38053_s_at,BRE,2
8105,38054_at,HBXIP,1
8106,38055_at,POLR2J,7
8107,38056_at,KIAA0195,17
8108,38057_at,DPT,1
8109,38058_at,DPT,1
8110,38059_g_at,DPT,1
8111,38060_at,NDUFS5,1
8112,38061_at,RPS16,19
8113,38062_at,RAPGEF5,7
8114,38063_at,PBXIP1,1
8115,38064_at,MVP,16
8116,38065_at,HMGB2,4
8117,38066_at,NQO1,16
8118,38067_at,SEPT8,5
8119,38068_at,AMFR,16
8120,38069_at,CLCN7,16
8121,38070_at,,
8122,38071_at,HNRNPF,10
8123,38072_at,C1orf63,1
8124,38073_at,RNMT,18
8125,38074_at,AP3S1,5
8126,38075_at,SYPL1,7
8127,38076_at,ATP5G1,17
8128,38077_at,COL6A3,2
8129,38078_at,FLNB,3
8130,38079_at,GNG12,1
8131,38080_at,COX8A,11
8132,38081_at,LTA4H,12
8133,38082_at,SMCHD1,18
8134,38083_at,NOTCH2,1
8135,38084_at,CBX3,7
8136,38085_at,,7cb*
8137,38086_at,IGSF3,1
8138,38087_s_at,S100A4,1
8139,38088_r_at,S100A4,1
8140,38089_at,UBAP2L,1
8141,38090_at,PISD,22
8142,38091_at,LGALS9,17
8143,38092_at,EPAS1,2
8144,38093_at,MAPK1IP1L,14
8145,38094_at,HNRNPAB,5
8146,38095_i_at,HLA-DPB1,6
8147,38096_f_at,HLA-DPB1,6
8148,38097_at,EI24,11
8149,38098_at,LPIN1,2
8150,38099_r_at,ACSL4,X
8151,380_at,TBX5,12
8152,38100_at,SEC62,3
8153,38101_at,ZCCHC14,16
8154,38102_at,EFHA1,13
8155,38103_at,GIGYF2,2
8156,38104_at,DECR1,8
8157,38105_at,RSRC2,12
8158,38106_at,TINP1,5
8159,38107_at,UNC119,17
8160,38108_at,PPT2,6
8161,38109_at,,
8162,38110_at,SDCBP,8
8163,38111_at,VCAN,5
8164,38112_g_at,VCAN,5
8165,38113_at,SYNE1,6
8166,38114_at,RAD21,8
8167,38115_at,TUSC2,3
8168,38116_at,KIAA0101,15
8169,38117_at,SEC24C,10
8170,38118_at,SHC1,1
8171,38119_at,GYPC,2
8172,38120_at,PKD2,4
8173,38121_at,WARS,14
8174,38122_at,SLC23A2,20
8175,38123_at,CDC123,10
8176,38124_at,MDK,11
8177,38125_at,SERPINE1,7
8178,38126_at,BGN,X
8179,38127_at,SDC1,2
8180,38128_at,NAT8,2
8181,38129_at,GK,X
8182,38130_s_at,,
8183,38131_at,PTGES,9
8184,38132_at,CDC42EP1,22
8185,38133_at,SLC5A12,11
8186,38134_at,PLAG1,8
8187,38135_at,CEP290,12
8188,38136_at,WRN,8
8189,38137_at,FKBP6,7
8190,38138_at,S100A11,1
8191,38139_at,FPGT,1
8192,38140_at,EXTL1,1
8193,38141_at,C5orf22,5
8194,38142_at,ZNF211,19
8195,38143_at,KLK7,19
8196,38144_at,PDE12,3
8197,38145_at,INADL,1
8198,38146_at,ST18,8
8199,38147_at,SH2D1A,X
8200,38148_at,CRY1,12
8201,38149_at,ARHGAP25,2
8202,38150_at,MTAP,9
8203,38151_at,VWA5A,11
8204,38152_at,VWA5A,11
8205,38153_at,HUS1,7
8206,38154_at,,
8207,38155_at,ORC5L,7
8208,38156_at,MDFI,6
8209,38157_at,DOM3Z,6
8210,38158_at,ESPL1,12
8211,38159_at,,
8212,38160_at,LY75,2
8213,38161_at,ALG3,3
8214,38162_at,RIMS2,8
8215,38163_at,RIMS2,8
8216,38164_at,RPGR,X
8217,38165_s_at,MLL2,12
8218,38166_r_at,MLL2,12
8219,38167_at,PPFIA4,1
8220,38168_at,INPP4B,4
8221,38169_s_at,SLC7A2,8
8222,38170_at,,
8223,38171_at,DCAF7,17
8224,38172_at,CBR3,21
8225,38173_at,SETD1B,12
8226,38174_at,PSD,10
8227,38175_at,CAND2,3
8228,38176_at,GNB5,15
8229,38177_at,RAMP2,17
8230,38178_at,HSD17B2,16
8231,38179_at,ZNF174,16
8232,38180_f_at,PSG9,19
8233,38181_at,MMP11,22
8234,38182_at,CYorf15B,Y
8235,38183_at,FOXF1,16
8236,38184_at,PAX2,10
8237,38185_at,PAX2,10
8238,38186_g_at,PAX2,10
8239,38187_at,NAT1,8
8240,38188_s_at,MAN2A2,15
8241,38189_s_at,DEPDC5,22
8242,38190_r_at,DEPDC5,22
8243,38191_at,DEPDC5,22
8244,38192_at,CLUAP1,16
8245,38193_at,IGKC,2
8246,38194_s_at,,
8247,38195_at,PHF14,7
8248,38196_at,HISPPD2A,15
8249,38197_at,KEL,7
8250,38198_at,ANGEL2,1
8251,38199_at,ANGEL2,1
8252,381_s_at,PIK3CD,1
8253,38200_at,FGD1,X
8254,38201_at,BCAT1,12
8255,38202_at,FAT2,5
8256,38203_at,KCNN1,19
8257,38204_at,KIAA0406,20
8258,38205_at,NEUROD2,17
8259,38206_at,RPL3L,16
8260,38207_at,NEAT1,11
8261,38208_at,SLC35A3,1
8262,38209_at,PTGER1,19
8263,38210_at,SURF2,9
8264,38211_at,ZBTB20,3
8265,38212_at,B4GALNT1,12
8266,38213_at,BTK,X
8267,38214_at,PTCH1,9
8268,38215_at,MPPED1,22
8269,38216_at,JMJD1C,10
8270,38217_at,MUC6,11
8271,38218_at,GCNT1,9
8272,38219_at,CRK,17
8273,38220_at,DPYD,1
8274,38221_at,CNKSR1,1
8275,38222_at,P2RY6,11
8276,38223_at,TBC1D8,2
8277,38224_at,SNAPC3,9
8278,38225_at,KCNH2,7
8279,38226_at,INTS10,8
8280,38227_at,MITF,3
8281,38228_g_at,MITF,3
8282,38229_at,,
8283,38230_at,EPAS1,2
8284,38231_f_at,KIR2DL4,19
8285,38232_f_at,KIR2DL4,19
8286,38233_at,HOMER3,19
8287,38234_at,TLE3,15
8288,38235_at,ARHGEF15,17
8289,38236_at,GRIN2A,16
8290,38237_at,GGT5,22
8291,38238_at,SLC2A2,3
8292,38239_at,CLDN18,3
8293,38240_at,,
8294,38241_at,BTN3A3,6
8295,38242_at,BLNK,10
8296,38243_at,NCAM1,11
8297,38244_at,,
8298,38245_i_at,,
8299,38246_r_at,,
8300,38247_at,F2RL1,5
8301,38248_at,ProSAPiP1,20
8302,38249_at,VGLL1,X
8303,38250_at,WDR43,2
8304,38251_at,MYL6B,12
8305,38252_s_at,AGL,1
8306,38253_at,AGL,1
8307,38254_at,TBC1D9,4
8308,38255_at,NGDN,14
8309,38256_s_at,NGDN,14
8310,38257_at,NDUFS8,11
8311,38258_at,MFSD9,2
8312,38259_at,STXBP2,19
8313,38260_at,LAS1L,X
8314,38261_at,ABCC3,17
8315,38262_at,MBOAT2,2
8316,38263_at,RYR2,1
8317,38264_at,RABIF,1
8318,38265_at,RBBP6,16
8319,38266_at,RBBP6,16
8320,38267_at,SLC1A1,9
8321,38268_at,SLC1A1,9
8322,38269_at,PRKD2,19
8323,38270_at,PARG,10
8324,38271_at,HDAC4,2
8325,38272_at,DUSP14,17
8326,38273_at,ATP9B,18
8327,38274_at,TMEM115,3
8328,38275_at,IMP4,2
8329,38276_at,NFKBIE,6
8330,38277_at,PPP3CB,10
8331,38278_at,ARID5A,2
8332,38279_at,GNAZ,22
8333,38280_s_at,NTRK2,9
8334,38281_at,CASP7,10
8335,38282_at,ADAM15,1
8336,38283_at,EBAG9,8
8337,38284_at,MLL4,19
8338,38285_at,CRYM,16
8339,38286_at,AMOT,X
8340,38287_at,PSMB9,6
8341,38288_at,SNAI2,8
8342,38289_r_at,NF1,17
8343,38290_at,RGS14,5
8344,38291_at,PENK,8
8345,38292_at,HOMER2,15
8346,38293_s_at,HOXD3,2
8347,38294_at,HOXD4,2
8348,38295_at,PBX2,6
8349,38296_at,MED20,6
8350,38297_at,PITPNM1,11
8351,38298_at,KCNMB1,5
8352,38299_at,IL6,7
8353,382_at,PPP4C,16
8354,38300_at,FZD1,7
8355,38301_at,ADK,10
8356,38302_at,ZNF202,11
8357,38303_at,TRAPPC10,21
8358,38304_r_at,KL,13
8359,38305_at,ARFGEF1,8
8360,38306_at,ARFGEF1,8
8361,38307_at,NCDN,1
8362,38308_g_at,NCDN,1
8363,38309_r_at,NCDN,1
8364,38310_at,CNOT3,19
8365,38311_at,TGIF2,20
8366,38312_at,OLFML2A,9
8367,38313_at,ABCA2,9
8368,38314_at,CIC,19
8369,38315_at,ALDH1A2,15
8370,38316_at,ALDH1L1,3
8371,38317_at,TCEAL1,X
8372,38318_at,FAM8A1,6
8373,38319_at,CD3D,11
8374,38320_s_at,LIPE,19
8375,38321_r_at,LIPE,19
8376,38322_at,PAGE4,X
8377,38323_at,CPVL,7
8378,38324_at,LSR,19
8379,38325_at,MINPP1,10
8380,38326_at,G0S2,1
8381,38327_at,SILV,12
8382,38328_at,SLC25A13,7
8383,38329_at,SLC25A13,7
8384,38330_at,FXN,9
8385,38331_at,RIT1,1
8386,38332_at,P2RX4,12
8387,38333_at,OGG1,3
8388,38334_g_at,OGG1,3
8389,38335_at,OGG1,3
8390,38336_at,FRMD4B,3
8391,38337_at,ZNF193,6
8392,38338_at,RRAS,19
8393,38339_at,BBOX1,11
8394,38340_at,HIP1R,12
8395,38341_at,STAU2,8
8396,38342_at,PHF15,5
8397,38343_at,ALMS1,2
8398,38344_at,ALMS1,2
8399,38345_at,CEP110,9
8400,38346_at,DUS4L,7
8401,38347_at,ELP4,11
8402,38348_at,ACOX2,3
8403,38349_at,ITCH,20
8404,38350_f_at,,
8405,38351_at,KIAA1462,10
8406,38352_at,PPIH,1
8407,38353_at,TUBGCP3,13
8408,38354_at,CEBPB,20
8409,38355_at,DDX3Y,Y
8410,38356_at,FST,5
8411,38357_at,PHIP,6
8412,38358_at,DDX52,17
8413,38359_at,RASGRP2,11
8414,38360_at,RASGRP2,11
8415,38361_g_at,RASGRP2,11
8416,38362_at,QRICH1,3
8417,38363_at,TYROBP,19
8418,38364_at,TLE4,9
8419,38365_at,PEX1,7
8420,38366_g_at,PEX1,7
8421,38367_s_at,C4BPB,1
8422,38368_at,DUT,15
8423,38369_at,MYD88,3
8424,38370_at,TIAM1,21
8425,38371_at,PSMA1,11
8426,38372_at,,
8427,38373_g_at,,
8428,38374_at,KLF10,8
8429,38375_at,ESD,13
8430,38376_at,ACADVL,17
8431,38377_at,MYST3,8
8432,38378_at,CD53,1
8433,38379_at,GPNMB,7
8434,38380_at,POP4,19
8435,38381_at,STX3,11
8436,38382_at,,
8437,38383_at,MTR,1
8438,38384_at,GART,21
8439,38385_at,DSTN,20
8440,38386_r_at,GSS,20
8441,38387_at,MNAT1,14
8442,38388_at,OAS1,12
8443,38389_at,OAS1,12
8444,38390_at,COG2,1
8445,38391_at,CAPG,2
8446,38392_at,ARPC5,1
8447,38393_at,KIAA0247,14
8448,38394_at,GPD1L,3
8449,38395_at,NDUFS1,2
8450,38396_at,MAP1B,5
8451,38397_at,POLD4,11
8452,38398_at,MADD,11
8453,38399_at,SNRPB2,20
8454,38400_at,LSM14A,19
8455,38401_s_at,LSM14A,19
8456,38402_at,LAMP2,X
8457,38403_at,LAMP2,X
8458,38404_at,TGM2,20
8459,38405_at,FXR1,3
8460,38406_f_at,PTGDS,9
8461,38407_r_at,PTGDS,9
8462,38408_at,TSPAN7,X
8463,38409_at,SSFA2,2
8464,38410_at,CETN2,X
8465,38411_at,SORL1,11
8466,38412_at,PPP1R11,6
8467,38413_at,DAD1,14
8468,38414_at,CDC20,1
8469,38415_at,PTP4A2,1
8470,38416_at,CCT6A,7
8471,38417_at,AMPD2,1
8472,38418_at,CCND1,11
8473,38419_at,KIAA0196,8
8474,38420_at,COL5A2,2
8475,38421_at,TXLNA,1
8476,38422_s_at,FHL2,2
8477,38423_at,FAM134C,17
8478,38424_at,ESYT1,12
8479,38425_at,HMGCL,1
8480,38426_at,TAF11,6
8481,38427_at,COL15A1,9
8482,38428_at,MMP1,11
8483,38429_at,FASN,17
8484,38430_at,FABP4,8
8485,38431_at,MAPK9,5
8486,38432_at,ISG15,1
8487,38433_at,AXL,19
8488,38434_at,AAMP,2
8489,38435_at,PRDX4,X
8490,38436_at,RTF1,15
8491,38437_at,CASC3,17
8492,38438_at,NFKB1,4
8493,38439_at,NFE2L1,17
8494,38440_s_at,,
8495,38441_s_at,CD46,1
8496,38442_at,MFAP2,1
8497,38443_at,PTPN11,12
8498,38444_at,CSRP3,11
8499,38445_at,ARHGEF1,19
8500,38446_at,XIST,X
8501,38447_at,ADRBK1,11
8502,38448_at,ACTN2,1
8503,38449_at,DCAF11,14
8504,38450_at,SSB,2
8505,38451_at,UQCR,19
8506,38452_at,NIPA2,15
8507,38453_at,ICAM2,17
8508,38454_g_at,ICAM2,17
8509,38455_at,SNRPB,20
8510,38456_s_at,SNRPB,20
8511,38457_at,TNNI2,11
8512,38458_at,CYB5A,18
8513,38459_g_at,CYB5A,18
8514,38460_at,CYB5A,18
8515,38461_at,NEB,2
8516,38462_at,NDUFA5,7
8517,38463_s_at,AMPD3,11
8518,38464_at,MOGS,2
8519,38465_at,PAM,5
8520,38466_at,CTSK,1
8521,38467_at,HPS1,10
8522,38468_at,HPS1,10
8523,38469_at,TSPAN8,12
8524,38470_i_at,APPBP2,17
8525,38471_r_at,APPBP2,17
8526,38472_at,EFR3A,8
8527,38473_at,TARS,5
8528,38474_at,CBS,21
8529,38475_at,DCTN2,12
8530,38476_at,RBM15B,3
8531,38477_at,,
8532,38478_at,SFRS8,12
8533,38479_at,ANP32B,9
8534,38480_s_at,UBE2I,16
8535,38481_at,RPA1,17
8536,38482_at,CLDN7,17
8537,38483_at,DULLARD,17
8538,38484_at,SNAP25,20
8539,38485_at,NDUFC1,4
8540,38486_at,TNNI1,1
8541,38487_at,STAB1,3
8542,38488_s_at,IL15,4
8543,38489_at,FGFBP1,4
8544,38490_r_at,ALG13,X
8545,38491_at,ETV6,12
8546,38492_at,KYNU,2
8547,38493_at,KYNU,2
8548,38494_at,ACRV1,11
8549,38495_s_at,FUT3,19
8550,38496_at,ELK4,1
8551,38497_at,ELK4,1
8552,38498_at,CRYBB2,22
8553,38499_s_at,MOBP,3
8554,384_at,PSMB10,16
8555,38500_at,TMED7,5
8556,38501_s_at,ITGB3BP,1
8557,38502_at,NUDT13,10
8558,38503_at,ALDH1B1,9
8559,38504_at,CAPN5,11
8560,38505_at,EIF2C2,8
8561,38506_at,HNF1B,17
8562,38507_at,CYP2D6,22
8563,38508_s_at,,
8564,38509_at,MDM2,12
8565,38510_at,IRAK3,12
8566,38511_at,ZNF529,19
8567,38512_r_at,ELAVL3,19
8568,38513_at,POP1,8
8569,38514_at,IGLL1,22
8570,38515_at,BMP7,20
8571,38516_at,SCN1B,19
8572,38517_at,IRF9,14
8573,38518_at,SCML2,X
8574,38519_at,NR1H4,12
8575,38520_r_at,SLC14A1,18
8576,38521_at,CD22,19
8577,38522_s_at,CD22,19
8578,38523_f_at,ZRSR2,X
8579,38524_at,OCLN,5
8580,38525_at,STAM2,2
8581,38526_at,PDE4D,5
8582,38527_at,NONO,X
8583,38528_at,ACACA,17
8584,38529_at,ACACB,12
8585,38530_at,OCEL1,19
8586,38531_at,OCEL1,19
8587,38532_at,ZBTB39,12
8588,38533_s_at,ITGAM,16
8589,38534_at,ITGAM,16
8590,38535_at,DLX4,17
8591,38536_at,ARHGAP11A,15
8592,38537_at,TRIM32,9
8593,38538_at,SLC24A1,15
8594,38539_at,SLC24A1,15
8595,38540_at,MRAS,3
8596,38541_at,CYP21A2,6
8597,38542_at,NPM1,5
8598,38543_at,ALK,2
8599,38544_at,INHA,2
8600,38545_at,INHBB,2
8601,38546_at,IL1RAP,3
8602,38547_at,ITGAL,16
8603,38548_at,CYP2C8,10
8604,38549_at,RSAD2,2
8605,38550_at,APBA3,19
8606,38551_at,L1CAM,X
8607,38552_f_at,BCAP29,7
8608,38553_r_at,BCAP29,7
8609,38554_at,BCAP29,7
8610,38555_at,DUSP10,1
8611,38556_at,,
8612,38557_at,NCAM2,21
8613,38558_at,MAG,19
8614,38559_at,TET3,2
8615,38560_at,UTP20,12
8616,38561_at,,na
8617,38562_g_at,,
8618,38563_at,RNASEH1,2
8619,38564_at,ORC1L,1
8620,38565_at,GAL3ST1,22
8621,38566_at,COL10A1,6
8622,38567_at,CD1D,1
8623,38568_at,TOPORS,9
8624,38569_at,NRF1,7
8625,38570_at,HLA-DOB,6
8626,38571_at,FGFR1OP,6
8627,38572_at,FGFR1OP,6
8628,38573_at,YAF2,12
8629,38574_at,ABCA5,17
8630,38575_at,MALT1,18
8631,38576_at,HIST1H2BD,6
8632,38577_at,,
8633,38578_at,CD27,12
8634,38579_at,IRGC,19
8635,38580_at,GNAQ,9
8636,38581_at,GNAQ,9
8637,38582_at,SPINK1,5
8638,38583_at,B3GALT2,1
8639,38584_at,IFIT3,10
8640,38585_at,,11hbg
8641,38586_at,FABP1,2
8642,38587_at,FABP2,4
8643,38588_at,PDE6A,5
8644,38589_i_at,PTMA,2
8645,38590_r_at,PTMA,2
8646,38591_at,,
8647,38592_s_at,KIAA0284,14
8648,38593_r_at,KIAA0284,14
8649,38594_i_at,KIAA0284,14
8650,38595_r_at,KIAA0284,14
8651,38596_i_at,SLC11A1,2
8652,38597_f_at,SLC11A1,2
8653,38598_at,SLC11A1,2
8654,38599_s_at,FAM50A,X
8655,385_at,CTRL,16
8656,38600_r_at,,
8657,38601_at,BEST1,11
8658,38602_at,MYH6,14
8659,38603_at,ZNF136,19
8660,38604_at,NPY,7
8661,38605_at,NDUFB1,14
8662,38606_at,TDO2,4
8663,38607_at,TM4SF5,17
8664,38608_at,,
8665,38609_at,SGCA,17
8666,38610_s_at,KRT10,17
8667,38611_at,LIPC,15
8668,38612_at,TSPAN3,15
8669,38613_at,ZNHIT1,7
8670,38614_s_at,OGT,X
8671,38615_at,OLFM4,13
8672,38616_at,NDRG2,14
8673,38617_at,LIMK2,22
8674,38618_at,,
8675,38619_at,GOSR2,17
8676,38620_at,GOSR2,17
8677,38621_at,DDAH2,6
8678,38622_at,MTG1,10
8679,38623_at,MTG1,10
8680,38624_at,SLC12A4,16
8681,38625_g_at,SLC12A4,16
8682,38626_at,ZZEF1,17
8683,38627_at,HLF,17
8684,38628_at,KAT2A,17
8685,38629_at,MAPT,17
8686,38630_at,LASS6,2
8687,38631_at,TNFAIP2,14
8688,38632_at,DNAJB5,9
8689,38633_at,MTA1,14
8690,38634_at,RBP1,3
8691,38635_at,SSR4,X
8692,38636_at,ISLR,15
8693,38637_at,LOX,5
8694,38638_at,PDHA1,X
8695,38639_at,MXD4,4
8696,38640_at,ZNF593,1
8697,38641_at,TSC22D4,7
8698,38642_at,ALCAM,3
8699,38643_at,FAM114A1,4
8700,38644_at,PXN,12
8701,38645_at,ARMC8,3
8702,38646_s_at,REG1A,2
8703,38647_at,COPE,19
8704,38648_at,ZNF384,12
8705,38649_at,FNDC3A,13
8706,38650_at,IGFBP5,2
8707,38651_at,FEZ2,2
8708,38652_at,C10orf26,10
8709,38653_at,PMP22,17
8710,38654_at,HNRNPU,1
8711,38655_at,TMEM106C,12
8712,38656_s_at,TMEM106C,12
8713,38657_s_at,CLTA,9
8714,38658_at,,
8715,38659_at,SHOC2,10
8716,38660_at,COX6A2,16
8717,38661_at,RBM38,20
8718,38662_at,EIF2AK2,2
8719,38663_at,BANF1,11
8720,38664_at,CFDP1,16
8721,38665_at,CFDP1,16
8722,38666_at,CYTH1,17
8723,38667_at,GLOD4,17
8724,38668_at,GPATCH8,17
8725,38669_at,SLK,10
8726,38670_at,RNF114,20
8727,38671_at,PLXND1,3
8728,38672_at,PPP1R10,6
8729,38673_s_at,CDKN1C,11
8730,38674_at,KLHL9,9
8731,38675_at,SNRPC,6
8732,38676_at,HSPA13,21
8733,38677_at,HSPA13,21
8734,38678_at,SNRPE,1
8735,38679_g_at,SNRPE,1
8736,38680_at,SNRPE,1
8737,38681_at,EIF3E,8
8738,38682_at,BAP1,3
8739,38683_s_at,,
8740,38684_at,ATP2C1,3
8741,38685_at,STX12,1
8742,38686_at,ATP6V0D1,16
8743,38687_at,ANAPC13,3
8744,38688_at,POGZ,1
8745,38689_at,C22orf28,22
8746,38690_at,CLDND1,3
8747,38691_s_at,SFTPC,8
8748,38692_at,NAB1,2
8749,38693_at,ATP5L,11
8750,38694_at,FAM115A,7
8751,38695_at,NDUFS4,5
8752,38696_at,CGGBP1,3
8753,38697_at,YIPF3,6
8754,38698_at,MOBKL3,2
8755,38699_at,TUBB4,19
8756,386_g_at,CTRL,16
8757,38700_at,CSRP1,1
8758,38701_at,UBE2L3,22
8759,38702_at,POLE3,9
8760,38703_at,DNPEP,2
8761,38704_at,MACF1,1
8762,38705_at,UBE2D2,5
8763,38706_at,E2F4,16
8764,38707_r_at,E2F4,16
8765,38708_at,RAN,12
8766,38709_at,BMS1,10
8767,38710_at,OTUB1,11
8768,38711_at,CLASP2,3
8769,38712_at,C1orf9,1
8770,38713_at,SREBF2,22
8771,38714_at,GYPA,4
8772,38715_at,GYPB,4
8773,38716_at,CAMKK2,12
8774,38717_at,METTL7A,12
8775,38718_at,COG4,16
8776,38719_at,NSF,17
8777,38720_at,CCT7,2
8778,38721_at,CALCOCO1,12
8779,38722_at,COL6A1,21
8780,38723_at,OSGEP,14
8781,38724_at,BAT2L,9
